Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Lionel Messi 36,  AM(CR),FW",170,72,31(2),2859,31,18,3,-,4.5,86.2,0.1,20,8.76,Barcelona,2010/2011
"Marc Bartra 33,  D(CR),DMC",184,70,2,180,1,-,-,-,1,83.8,1,-,7.77,Barcelona,2010/2011
"Andrés Iniesta 39,  M(CL)",171,68,32(2),2799,8,3,1,-,1.3,89.6,0.1,2,7.72,Barcelona,2010/2011
"Dani Alves 40,  D(R),M(CR)",172,70,31(4),2904,2,15,10,-,1,86.6,0.6,3,7.66,Barcelona,2010/2011
"Xavi 44,  DMC",170,68,29(2),2467,3,7,6,-,1.1,94.4,-,2,7.58,Barcelona,2010/2011
"Sergio Busquets 35,  DMC",189,74,25(3),2298,1,3,5,-,0.3,92.4,1,-,7.38,Barcelona,2010/2011
"David Villa 42,  AM(L),FW",175,69,32(2),2770,18,5,3,1,3.9,78.9,0.1,1,7.34,Barcelona,2010/2011
"Pedro 36,  M(CLR),FW",169,65,24(9),2152,13,7,2,-,1.8,89.7,0.1,1,7.32,Barcelona,2010/2011
"Carles Puyol 45,  D(C)",178,80,17,1386,1,-,3,-,0.3,90.6,1.4,-,7.19,Barcelona,2010/2011
"Thiago Alcântara 32,  M(C)",174,70,6(6),662,2,-,1,-,0.7,93.1,0.3,-,7.16,Barcelona,2010/2011
"Eric Abidal 44,  D(C)",186,75,23(3),2024,-,-,3,-,0.3,90.7,0.7,-,7.11,Barcelona,2010/2011
"Sergi Roberto 32,  D(R),M(CR)",178,68,1,90,-,1,-,-,2,85.2,-,-,7.05,Barcelona,2010/2011
"Gerard Piqué 37,  D(C)",194,85,29(2),2652,3,1,9,1,0.6,88.4,1.1,-,7.04,Barcelona,2010/2011
"Andreu Fontàs 34,  D(C),DMC",188,91,5(1),460,-,1,-,-,-,92.6,0.3,-,7.01,Barcelona,2010/2011
"Adriano 39,  D(CLR),M(L)",172,75,11(4),951,-,1,3,-,0.5,88.6,0.3,1,6.98,Barcelona,2010/2011
"Javier Mascherano 39,  D(C),M(C)",174,73,18(9),1538,-,-,6,-,0.3,91.8,0.7,1,6.96,Barcelona,2010/2011
"Maxwell 42,  D(L)",176,73,19(6),1818,-,1,2,-,0.2,88,0.8,-,6.91,Barcelona,2010/2011
"Víctor Valdés 42,  GK",183,78,32,2880,-,-,6,-,-,82,-,1,6.91,Barcelona,2010/2011
"Gabriel Milito 43,  D(C),DMC",179,78,8(2),656,-,-,2,-,-,90,0.8,-,6.69,Barcelona,2010/2011
"Pinto 48,  GK",185,82,7,630,-,-,1,-,-,82.4,-,-,6.65,Barcelona,2010/2011
"Seydou Keita 44,  M(C)",183,75,15(20),1531,3,2,2,-,0.4,91.8,0.9,1,6.63,Barcelona,2010/2011
"Bojan 33,  AM(CLR),FW",170,65,9(18),933,6,2,2,-,1.1,84.5,0.1,1,6.62,Barcelona,2010/2011
"Jeffrén Suárez 36,  AM(L),FW",176,73,4(4),302,1,1,-,-,1.5,83.2,0.3,-,6.6,Barcelona,2010/2011
"Jonathan dos Santos 33,  M(CR)",172,74,1(1),87,-,-,-,-,-,91.3,-,-,6.54,Barcelona,2010/2011
"Ibrahim Afellay 37,  M(CLR)",180,76,7(9),664,1,-,1,-,1,91.7,0.1,-,6.47,Barcelona,2010/2011
"Martín Montoya 32,  D(LR),M(R)",175,73,1(1),20,-,-,-,-,-,100,0.5,-,6.31,Barcelona,2010/2011
"Oriol Romeu 32,  DMC",183,83,0(1),8,-,-,-,-,-,100,-,-,6.23,Barcelona,2010/2011
"Nolito 37,  AM(CL)",175,65,0(2),14,-,-,-,-,0.5,100,-,-,6.17,Barcelona,2010/2011
"Cristiano Ronaldo 39,  M(L),FW",187,83,32(2),2913,40,11,2,-,7.4,75.7,1.4,12,8.35,Real Madrid,2010/2011
"Marcelo 35,  D(L),M(L)",173,72,31(1),2738,3,4,7,-,0.8,79.5,0.6,4,7.72,Real Madrid,2010/2011
"Gonzalo Higuaín 36,  FW",186,89,16(1),1317,10,6,1,-,2.9,81.8,0.4,2,7.51,Real Madrid,2010/2011
"Xabi Alonso 42,  M(C)",183,80,29(5),2665,-,6,12,-,0.6,85.3,1.4,4,7.5,Real Madrid,2010/2011
"Ángel Di María 36,  M(CLR),FW",180,75,29(6),2329,6,11,6,-,2.1,75.8,-,4,7.49,Real Madrid,2010/2011
"Mesut Özil 35,  M(CLR)",180,76,30(6),2571,6,17,2,-,1.1,85.4,0.1,1,7.44,Real Madrid,2010/2011
"Sergio Ramos 37,  D(CR)",184,82,30(1),2702,3,2,11,1,1,86.1,1.9,-,7.36,Real Madrid,2010/2011
"Kaká 41,  M(CL),FW",186,78,11(3),816,7,4,-,-,1.9,87.5,0.3,1,7.34,Real Madrid,2010/2011
"Pepe 41,  D(C)",188,81,25(1),2225,1,1,6,1,0.2,82.7,1.2,2,7.32,Real Madrid,2010/2011
"Lassana Diarra 39,  M(C)",173,73,19(7),1728,-,2,11,-,0.7,87.6,0.8,-,7.24,Real Madrid,2010/2011
"Álvaro Arbeloa 41,  D(LR)",184,79,20(6),1849,-,1,5,1,0.2,87.1,0.8,-,7.13,Real Madrid,2010/2011
"Karim Benzema 36,  FW",185,81,20(13),1887,15,5,1,-,2.5,81.3,0.4,1,7.12,Real Madrid,2010/2011
"Ricardo Carvalho 45,  D(C)",183,79,31(2),2771,3,-,9,2,0.4,88.2,0.8,-,7.03,Real Madrid,2010/2011
"Sami Khedira 36,  M(C)",189,90,20(5),1839,-,1,7,-,1,86.2,1.1,-,6.99,Real Madrid,2010/2011
"Emmanuel Adebayor 40,  FW",191,82,6(8),733,5,-,-,-,2.4,80.4,1.5,-,6.91,Real Madrid,2010/2011
"Ezequiel Garay 37,  D(C)",189,90,4(1),337,-,-,-,-,-,85.6,0.8,-,6.84,Real Madrid,2010/2011
"Joselu 33,  FW",192,80,0(1),5,1,-,-,-,1,-,-,-,6.79,Real Madrid,2010/2011
"Antonio Adán 36,  GK",190,86,2(1),260,-,-,-,-,-,55.9,-,-,6.79,Real Madrid,2010/2011
"Nacho 34,  D(CLR)",180,76,2,145,-,-,-,-,0.5,81.9,0.5,-,6.73,Real Madrid,2010/2011
"Iker Casillas 42,  GK",185,84,35,3062,-,-,3,1,-,61.8,-,-,6.68,Real Madrid,2010/2011
"Esteban Granero 36,  M(CLR)",180,78,9(11),867,1,2,5,-,0.5,87.6,0.6,1,6.68,Real Madrid,2010/2011
"Raúl Albiol 38,  D(C)",187,74,13(7),1150,-,-,3,1,0.1,84.8,0.7,-,6.67,Real Madrid,2010/2011
"Fernando Gago 37,  M(C)",178,73,1(3),95,-,-,-,-,-,93.3,0.3,-,6.51,Real Madrid,2010/2011
"Sergio Canales 33,  M(CLR)",176,65,3(7),283,-,1,2,-,0.5,84.8,-,-,6.45,Real Madrid,2010/2011
"Jerzy Dudek 50,  Goalkeeper",188,83,1,78,-,-,-,-,-,87.5,-,-,6.32,Real Madrid,2010/2011
"Pedro León 37,  M(LR)",183,70,0(6),132,-,-,1,-,1.3,78.8,0.2,-,6.24,Real Madrid,2010/2011
"Mahamadou Diarra 42,  DMC",182,80,0(3),19,-,-,-,-,0.3,93.5,-,-,6.17,Real Madrid,2010/2011
"Álvaro Morata 31,  AM(L),FW",190,84,0(1),1,-,-,-,-,-,50,-,-,6.08,Real Madrid,2010/2011
"Jesús 35,  GK",190,87,0(1),12,-,-,-,-,-,100,-,-,6.05,Real Madrid,2010/2011
"Tomás Mejías 35,  GK",195,84,0(1),6,-,-,-,-,-,50,-,-,6.02,Real Madrid,2010/2011
"Álex Fernández 31,  M(CL),FW",182,72,0(1),1,-,-,-,-,-,100,-,-,6,Real Madrid,2010/2011
"Juankar 33,  D(L),M(L)",179,70,0(1),12,-,-,-,-,-,100,-,-,5.98,Real Madrid,2010/2011
"Joaquín 42,  M(CLR),FW",179,75,24(6),2073,4,7,6,-,1.1,83.6,0.6,1,7.19,Valencia,2010/2011
"Juan Mata 35,  AM(CLR)",170,63,31(2),2592,8,12,3,-,2.1,86,0.1,1,7.19,Valencia,2010/2011
"César 52,  GK",185,82,15,1270,-,-,5,-,-,58.2,0.3,2,7.13,Valencia,2010/2011
"Jérémy Mathieu 40,  D(CL)",189,82,27(2),2216,1,3,4,-,0.6,77.7,1.8,2,7.1,Valencia,2010/2011
"Éver Banega 35,  M(C)",176,78,19(9),1745,2,4,8,-,1.3,86.9,0.3,-,7.09,Valencia,2010/2011
"Roberto Soldado 38,  FW",180,74,26(8),2418,18,3,8,-,2.4,77.9,0.6,4,7.04,Valencia,2010/2011
"Marius Stankevicius 42,  D(CLR),DMC",190,83,19(2),1700,2,-,4,2,0.5,79.9,1.1,1,6.99,Valencia,2010/2011
"Alberto Costa 39,  M(C)",177,74,17(7),1624,4,1,11,-,1.6,80.5,0.2,2,6.98,Valencia,2010/2011
"Pablo Hernández 38,  M(CLR)",173,64,20(7),1774,5,6,4,-,1.3,79.3,0.1,2,6.98,Valencia,2010/2011
"Miguel Ángel Moyá 39,  GK",188,83,4,360,-,-,-,-,-,54.8,-,-,6.95,Valencia,2010/2011
"Vicente Guaita 37,  GK",190,81,19(2),1793,-,-,2,-,-,58.5,-,-,6.93,Valencia,2010/2011
"Ricardo Costa 42,  D(C)",183,80,29,2501,-,2,7,1,0.5,83.6,1.9,-,6.93,Valencia,2010/2011
"Aritz Aduriz 43,  FW",181,77,20(9),1856,10,2,6,1,1.7,73.5,3.2,2,6.92,Valencia,2010/2011
"Miguel Brito 44,  D(R)",179,78,20(4),1827,-,2,1,-,0.3,76.1,0.8,-,6.9,Valencia,2010/2011
"Mehmet Topal 38,  D(C),M(C)",187,82,21(2),1830,1,1,5,1,0.7,86.1,1.2,1,6.89,Valencia,2010/2011
"Jordi Alba 34,  D(L),M(L)",170,68,14(13),1412,2,-,6,-,0.3,78.4,0.6,-,6.89,Valencia,2010/2011
"Bruno 43,  D(R),M(R)",181,76,17(2),1538,-,2,6,-,0.1,81.2,1,1,6.89,Valencia,2010/2011
"Manuel Fernandes 38,  M(CL)",176,75,5(2),481,-,1,1,-,1,86.5,0.1,-,6.85,Valencia,2010/2011
"Hedwiges Maduro 39,  DMC",185,79,17(1),1481,1,-,5,-,0.5,84,0.8,-,6.85,Valencia,2010/2011
"Jonas 39,  AM(CLR),FW",181,73,8(5),689,3,3,2,-,2,80.3,0.6,-,6.8,Valencia,2010/2011
"Ángel Dealbert 41,  D(C)",185,80,10(4),994,-,-,2,-,0.2,84.7,1.4,-,6.74,Valencia,2010/2011
"David Albelda 46,  M(C)",181,77,12(4),1066,-,1,7,1,0.4,78.4,0.7,-,6.7,Valencia,2010/2011
"David Navarro 43,  D(C)",188,82,17(1),1340,1,-,7,2,0.4,81.8,1,-,6.69,Valencia,2010/2011
"Vicente 42,  AM(C)",175,72,5(9),562,1,-,1,-,0.8,78.8,0.4,-,6.66,Valencia,2010/2011
"Chori Domínguez 42,  AM(C),FW",176,69,3(6),326,-,1,1,-,0.6,75.3,0.1,-,6.36,Valencia,2010/2011
"Sofiane Féghouli 34,  M(CR)",177,75,0(3),28,-,-,-,-,-,72.2,0.7,-,6.18,Valencia,2010/2011
"Isco 31,  M(CLR),FW",176,79,0(4),61,-,-,-,-,1.3,75.9,-,-,6.15,Valencia,2010/2011
"Bruno Soriano 39,  M(C)",184,73,36(1),3274,-,2,8,-,0.3,89.5,2.1,4,7.45,Villarreal,2010/2011
"Giuseppe Rossi 37,  FW",173,72,35(1),3030,18,5,6,-,3.8,79,0.3,4,7.44,Villarreal,2010/2011
"Santi Cazorla 39,  M(CLR)",168,65,34(3),2901,5,10,6,-,2.5,84.2,-,5,7.39,Villarreal,2010/2011
"Ángel 43,  D(R)",180,71,18,1592,-,2,4,-,0.4,80.8,0.7,-,7.29,Villarreal,2010/2011
"Borja Valero 39,  M(CL)",175,73,34(1),2960,3,8,8,1,0.7,86.4,0.3,2,7.1,Villarreal,2010/2011
"Carlos Marchena 44,  D(C)",183,79,27(1),2350,1,-,9,1,0.2,85.9,0.5,-,7.08,Villarreal,2010/2011
"Nilmar 39,  FW",180,73,27(4),2369,11,3,3,-,2.5,71.7,0.3,2,7.05,Villarreal,2010/2011
"Cani 42,  M(CLR)",180,75,25(9),2103,5,2,4,1,1.2,78.2,0.1,3,7.01,Villarreal,2010/2011
"Mario Gaspar 33,  D(CR),M(R)",182,74,20(2),1833,-,2,5,-,0.6,78.2,0.8,-,6.99,Villarreal,2010/2011
"Gonzalo Rodríguez 39,  D(C)",182,79,20(3),1805,1,-,4,1,0.5,77.7,1.2,1,6.99,Villarreal,2010/2011
"Joan Capdevila Méndez 46,  D(L)",182,78,30(1),2635,2,1,6,-,0.6,81.9,0.8,-,6.91,Villarreal,2010/2011
"Marcos Senna 47,  D(C),DMC,M(R)",177,76,15(5),1220,1,1,2,-,1,86.8,0.7,-,6.88,Villarreal,2010/2011
"Mateo Musacchio 33,  D(C)",180,73,27(4),2435,-,1,9,1,0.2,84.8,0.8,1,6.87,Villarreal,2010/2011
"Diego López 42,  GK",196,89,38,3420,-,-,3,-,-,61.2,0.1,2,6.8,Villarreal,2010/2011
"Catalá 39,  D(CL)",175,72,10(6),948,1,2,1,-,0.3,79.2,0.6,-,6.67,Villarreal,2010/2011
"Marco Ruben 37,  FW",179,72,12(18),1269,5,2,4,-,1.2,70.1,1.1,-,6.44,Villarreal,2010/2011
"Carlos Tomás 35,  Defender",183,78,1,90,-,-,-,-,-,90.1,-,-,6.41,Villarreal,2010/2011
"Jefferson Montero 34,  M(L)",173,70,0(9),132,1,1,-,-,0.3,74.5,-,-,6.36,Villarreal,2010/2011
"Matilla 35,  DMC",176,72,3(8),358,-,-,-,-,0.4,91.7,0.1,-,6.33,Villarreal,2010/2011
"Marcos Gullón 35,  D(C),M(C)",185,79,1,71,-,-,1,-,-,96.2,1,-,6.32,Villarreal,2010/2011
"Mubarak Wakaso 33,  M(CLR)",171,66,1(10),283,-,-,3,-,0.6,81.6,0.2,-,6.32,Villarreal,2010/2011
"Cicinho 43,  D(R)",172,68,0(6),81,-,-,-,-,0.3,81.5,-,-,6.28,Villarreal,2010/2011
"Nicki Bille Nielsen 36,  FW",181,75,0(1),14,-,-,-,-,-,100,-,-,6.28,Villarreal,2010/2011
"Joan Oriol 37,  D(L)",175,69,1(5),134,-,-,1,-,-,78.7,0.2,-,6.19,Villarreal,2010/2011
"Natxo Insa 37,  DMC",178,68,0(1),9,-,-,-,-,-,85.7,-,-,6.18,Villarreal,2010/2011
"Jozy Altidore 34,  FW",185,79,0(3),32,-,-,-,-,-,80,-,-,6.16,Villarreal,2010/2011
"Cristóbal Márquez 39,  Midfielder",180,77,1(1),66,-,-,-,-,-,70,-,-,6.07,Villarreal,2010/2011
"Kiko Olivas 35,  D(C)",184,76,2(2),181,-,-,1,-,0.3,92.5,0.3,-,6.06,Villarreal,2010/2011
"Ivan Rakitic 36,  M(CL)",184,78,13,1098,5,2,1,-,1.9,80.4,0.8,1,7.53,Sevilla,2010/2011
"Diego Perotti 35,  M(CLR),FW",179,70,27(4),2331,3,6,5,-,1.3,83.9,0.4,3,7.26,Sevilla,2010/2011
"Jesús Navas 38,  D(R),M(R)",172,60,15,1350,1,4,3,-,1.8,78.9,0.3,-,7.24,Sevilla,2010/2011
"Álvaro Negredo 38,  FW",186,71,29(9),2623,20,5,4,-,2.9,68.6,1.8,4,7.2,Sevilla,2010/2011
"Frederic Kanoute 46,  AM(CL),FW",192,82,19(9),1894,12,2,6,-,1.8,77.9,2.9,3,7.07,Sevilla,2010/2011
"Fernando Navarro 41,  D(CL)",177,70,30,2577,-,-,7,2,0.3,85.4,1.2,-,7.07,Sevilla,2010/2011
"Abdoulay Konko 40,  D(LR),M(R)",184,71,9(2),814,2,-,2,1,1.2,79.6,0.9,1,7.04,Sevilla,2010/2011
"Luís Fabiano 43,  FW",183,81,16(5),1395,10,1,2,-,3,71.9,1.1,2,7.03,Sevilla,2010/2011
"Sergio Sánchez 37,  D(CR)",185,84,6(1),562,-,1,3,-,-,82.8,1.1,-,6.98,Sevilla,2010/2011
"Martín Cáceres 36,  D(CLR),M(R)",180,77,24(1),2128,1,2,6,-,0.6,79.7,1,-,6.97,Sevilla,2010/2011
"Federico Fazio 36,  D(C)",195,85,17(2),1502,1,-,3,-,0.5,84.6,2.1,1,6.97,Sevilla,2010/2011
"Gary Medel 36,  D(C),DMC",171,65,15,1306,-,-,6,1,0.3,90.3,1.3,-,6.97,Sevilla,2010/2011
"Javi Varas 41,  GK",182,74,19(2),1786,-,-,3,-,-,56.1,0.1,2,6.96,Sevilla,2010/2011
"Luis Alberto 31,  AM(CL),FW",182,70,1(1),99,-,1,-,-,0.5,78.1,1,-,6.89,Sevilla,2010/2011
"Julien Escudé 44,  D(C),DMC",183,79,27(1),2434,2,-,6,-,0.8,84,1.9,-,6.84,Sevilla,2010/2011
"Mouhamadou Dabo 37,  D(LR)",176,65,21(3),1956,-,2,6,1,0.3,80.9,0.3,-,6.83,Sevilla,2010/2011
"Tiberio Guarente 38,  DMC",180,67,3(4),307,-,1,1,-,0.7,82.4,0.3,-,6.79,Sevilla,2010/2011
"Romaric 40,  D(C),M(C)",187,88,19(7),1557,1,3,5,-,1.3,82.9,1,-,6.78,Sevilla,2010/2011
"Alexis Ruano 38,  D(CLR)",182,75,21,1842,-,-,7,1,0.4,76.9,1.6,1,6.73,Sevilla,2010/2011
"José Carlos Fernández 36,  M(LR)",177,68,2(4),170,-,1,-,-,0.8,76.2,-,-,6.68,Sevilla,2010/2011
"Renato 44,  M(C)",177,71,12(12),1189,2,2,1,-,0.3,83.5,0.9,-,6.67,Sevilla,2010/2011
"Andrés Palop 50,  GK",184,75,19,1636,-,-,2,1,-,57.1,0.1,-,6.65,Sevilla,2010/2011
"Didier Zokora 43,  M(C)",179,72,17(6),1547,-,1,10,-,0.2,84.3,0.6,-,6.53,Sevilla,2010/2011
"Diego Capel 36,  AM(L)",173,69,17(10),1577,-,1,2,-,0.7,84.4,0.1,-,6.52,Sevilla,2010/2011
"Rodri Ríos 33,  AM(C),FW",175,74,2(3),222,-,1,2,-,0.4,77.6,0.4,-,6.41,Sevilla,2010/2011
"Alejandro Alfaro 37,  M(R)",175,72,8(12),719,2,1,1,-,1.3,81.9,0.6,-,6.41,Sevilla,2010/2011
"Luca Cigarini 37,  M(C)",175,72,5(1),384,-,-,2,-,1.2,85.5,-,-,6.33,Sevilla,2010/2011
"Lautaro Acosta 35,  AM(CLR),FW",168,68,2(8),272,-,2,3,-,0.6,80.6,0.5,-,6.2,Sevilla,2010/2011
"Bernardo Espinosa 34,  D(C)",192,85,1,90,-,-,-,-,-,57.7,2,-,6.12,Sevilla,2010/2011
"Antonio Luna 32,  D(L),M(L)",178,68,2,171,-,-,1,-,-,77.9,-,-,6.09,Sevilla,2010/2011
"Arouna Koné 40,  AM(LR),FW",181,78,0(1),1,-,-,-,-,1,100,-,-,6,Sevilla,2010/2011
"Ivica Dragutinovic 48,  D(C),DMC",186,83,0(2),9,-,-,-,-,-,50,-,-,5.98,Sevilla,2010/2011
"Raúl Fernández 36,  GK",195,92,1,90,-,-,-,-,-,61.5,2,-,7.55,Athletic Bilbao,2010/2011
"Javi Martínez 35,  D(C),M(C)",192,86,35,2986,4,1,11,-,1.5,74.8,3.1,3,7.43,Athletic Bilbao,2010/2011
"Fernando Llorente 39,  FW",193,90,37(1),3176,18,2,4,-,3.2,62.9,4.3,6,7.29,Athletic Bilbao,2010/2011
"David López 41,  M(CR)",181,75,17(11),1655,6,6,3,-,1.4,76.4,0.3,3,7.12,Athletic Bilbao,2010/2011
"Gaizka Toquero 39,  AM(R),FW",182,72,26(4),2102,7,3,4,-,1.8,57.6,3.2,3,7.03,Athletic Bilbao,2010/2011
"Ekiza 36,  D(C)",180,73,21,1890,-,-,1,-,-,76.7,1,1,7.01,Athletic Bilbao,2010/2011
"Iker Muniain 31,  AM(CLR)",170,65,30(5),2592,5,2,6,-,1.2,84.9,0.2,1,6.99,Athletic Bilbao,2010/2011
"Koikili 43,  D(CL)",168,68,16,1349,-,-,4,1,0.9,77.5,0.5,-,6.94,Athletic Bilbao,2010/2011
"Gurpegi 43,  D(C),M(C)",181,74,28(3),2243,2,-,16,-,0.7,79,1,-,6.9,Athletic Bilbao,2010/2011
"Andoni Iraola 41,  D(R),M(CR)",182,75,37,3291,4,7,6,-,0.7,77.6,0.3,-,6.89,Athletic Bilbao,2010/2011
"Aitor Ocio 47,  D(C)",187,80,3(1),282,-,-,1,-,-,74,0.5,-,6.88,Athletic Bilbao,2010/2011
"Pablo Orbaiz 45,  M(C)",179,75,18(8),1681,1,2,3,-,0.7,81,0.3,-,6.8,Athletic Bilbao,2010/2011
"Jon Aurtenetxe 32,  D(CL)",182,82,9(1),808,-,1,4,1,0.2,66.2,1,-,6.75,Athletic Bilbao,2010/2011
"Gorka Iraizoz 43,  GK",191,87,37,3330,-,-,5,-,-,62.8,0.2,1,6.75,Athletic Bilbao,2010/2011
"Mikel Balenziaga 36,  D(L)",177,76,1,90,-,-,1,-,1,77.8,-,-,6.72,Athletic Bilbao,2010/2011
"Xabier Castillo 37,  D(L)",184,75,10(1),866,-,-,2,2,0.5,70.8,1.8,-,6.68,Athletic Bilbao,2010/2011
"Markel Susaeta 36,  M(LR)",179,63,15(13),1448,1,3,3,-,1.5,79.2,0.1,2,6.68,Athletic Bilbao,2010/2011
"Igor Gabilondo 45,  AM(CL),FW",185,78,10(19),1046,5,4,1,-,0.9,73.9,0.4,2,6.67,Athletic Bilbao,2010/2011
"Mikel San José 34,  D(C),DMC",188,78,30(1),2675,2,-,11,1,0.4,74.7,1,-,6.59,Athletic Bilbao,2010/2011
"Fernando Amorebieta 38,  D(CL)",192,85,16(1),1387,-,-,7,1,0.2,72.3,0.9,-,6.59,Athletic Bilbao,2010/2011
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,3(10),529,-,2,3,-,0.8,68.3,0.7,-,6.5,Athletic Bilbao,2010/2011
"Iñigo Pérez 36,  D(L),M(CL)",178,74,0(3),53,1,-,-,-,0.3,53.3,-,-,6.47,Athletic Bilbao,2010/2011
"Igor Martínez 34,  FW",169,68,5(3),366,-,2,-,-,0.8,73.4,-,-,6.32,Athletic Bilbao,2010/2011
"Ustaritz Aldekoaotalora 41,  D(CL),DMC",183,77,8(2),733,-,-,2,1,0.1,80.2,0.9,-,6.28,Athletic Bilbao,2010/2011
"Ander Iturraspe 35,  M(C)",187,80,5(12),554,-,1,5,-,0.2,85,0.4,-,6.27,Athletic Bilbao,2010/2011
"Urko Vera 36,  Forward",189,90,0(5),93,1,-,-,-,1,66.7,0.4,-,6.24,Athletic Bilbao,2010/2011
"Iñigo Díaz de Cerio 39,  Forward",180,73,0(2),29,-,-,-,-,-,66.7,-,-,6.11,Athletic Bilbao,2010/2011
"Ion Vélez 39,  Forward",183,78,0(5),103,-,-,-,-,0.4,63.9,0.4,-,6.07,Athletic Bilbao,2010/2011
"Ibai Gómez 34,  AM(LR)",177,72,0(3),33,-,-,-,-,-,87.5,-,-,5.99,Athletic Bilbao,2010/2011
"José Manuel Jurado 37,  M(CLR)",173,72,1,78,1,-,-,-,1,82.9,1,-,8.27,Atletico Madrid,2010/2011
"José Antonio Reyes 40,  M(CLR)",176,72,34,2935,6,7,7,1,2.6,71,0.9,5,7.62,Atletico Madrid,2010/2011
"Sergio Agüero 35,  AM(CL),FW",173,70,31(1),2678,20,2,6,-,3.9,77.4,0.1,5,7.38,Atletico Madrid,2010/2011
"Simão 44,  M(L)",170,64,15(1),1320,4,5,3,-,1.8,82,0.6,-,7.31,Atletico Madrid,2010/2011
"Tiago 42,  M(C)",184,75,28(3),2397,4,3,10,-,1.2,84,1.3,2,7.26,Atletico Madrid,2010/2011
"Diego Godín 38,  D(C)",187,78,25,2243,-,-,3,1,0.5,74.1,2.4,-,7.08,Atletico Madrid,2010/2011
"Filipe Luís 38,  D(L)",181,77,23(4),2069,1,2,4,-,0.5,79.8,0.3,2,7.02,Atletico Madrid,2010/2011
"David de Gea 33,  GK",192,76,38,3420,-,-,1,-,-,50.3,0.1,2,6.93,Atletico Madrid,2010/2011
"Luis Perea 45,  D(CLR)",180,76,28,2401,-,-,11,1,-,78.7,0.8,2,6.88,Atletico Madrid,2010/2011
"Antonio López 42,  D(L)",173,65,15(2),1338,-,2,2,1,0.4,75.2,1,-,6.88,Atletico Madrid,2010/2011
"Juan Valera 39,  D(R)",184,76,11(4),1070,1,1,5,-,0.4,77.8,1.1,-,6.79,Atletico Madrid,2010/2011
"Mario Suárez 37,  D(C),M(C)",188,80,18(9),1652,2,3,9,-,0.8,83.1,1.3,-,6.78,Atletico Madrid,2010/2011
"Álvaro Domínguez 34,  D(CL)",189,83,17(2),1623,2,-,5,-,0.4,78.2,1.8,-,6.77,Atletico Madrid,2010/2011
"Raúl García 37,  M(CLR),FW",184,83,18(11),1578,1,3,7,-,1,70.2,1.3,-,6.77,Atletico Madrid,2010/2011
"Diego Forlán 44,  FW",180,75,23(9),2194,8,5,3,-,3.2,71.7,0.2,2,6.73,Atletico Madrid,2010/2011
"Tomas Ujfalusi 45,  D(LR),DMC",185,76,32,2880,-,2,10,1,0.5,80.1,1,-,6.72,Atletico Madrid,2010/2011
"Koke 32,  M(CLR)",176,77,8(9),844,2,1,-,-,1,83.7,0.3,-,6.61,Atletico Madrid,2010/2011
"Diego Costa 35,  FW",188,83,13(15),1327,6,2,5,-,1,71.6,1.1,1,6.61,Atletico Madrid,2010/2011
"Elias 38,  M(CR)",173,65,10(5),654,2,-,1,-,0.6,80.8,0.3,1,6.6,Atletico Madrid,2010/2011
"Jorge Pulido 32,  D(CR)",186,72,2,180,-,-,2,-,-,82.8,1,-,6.6,Atletico Madrid,2010/2011
"Paulo Assunção 44,  M(C)",173,70,17(7),1451,-,-,8,-,0.3,83.9,0.3,-,6.56,Atletico Madrid,2010/2011
"Fran Mérida 34,  AM(C)",177,74,6(11),630,-,1,3,-,0.6,75.3,-,-,6.5,Atletico Madrid,2010/2011
"Juanfran 39,  D(R)",181,71,5(10),592,1,3,1,-,0.7,80.1,0.1,-,6.49,Atletico Madrid,2010/2011
"Alberto Noguera 34,  Midfielder",173,68,0(2),6,-,-,-,-,-,75,-,-,6.09,Atletico Madrid,2010/2011
"Carlos Kameni 40,  GK",186,86,33,2970,-,-,4,-,-,65.2,0.2,3,7.18,Espanyol,2010/2011
"Dídac Vilá 34,  D(L),M(L)",185,74,12(1),1116,-,1,3,-,-,68.1,1.5,1,7.16,Espanyol,2010/2011
"Javi Márquez 37,  M(C)",174,71,26(3),2229,2,1,7,-,2.2,78,0.9,2,7.02,Espanyol,2010/2011
"Daniel Osvaldo 38,  AM(C),FW",182,81,22(2),1757,13,4,4,1,2.8,73.8,0.9,3,6.97,Espanyol,2010/2011
"José Callejón 37,  M(LR),FW",178,73,36(1),2967,6,7,6,-,2.1,77.6,0.5,3,6.96,Espanyol,2010/2011
"Luis García 43,  M(CR),FW",178,69,36(1),2997,6,6,8,-,1.7,75.7,0.1,2,6.94,Espanyol,2010/2011
"Víctor Ruiz 35,  D(C)",184,95,15,1352,-,-,5,-,0.4,79,1.3,-,6.9,Espanyol,2010/2011
"Javi López 38,  D(R),DMC",180,76,18(7),1653,-,-,5,-,0.4,76.2,1.6,-,6.88,Espanyol,2010/2011
"Joan Verdú 40,  M(CR)",178,71,36(1),3141,5,7,10,-,1.2,82.4,0.5,1,6.82,Espanyol,2010/2011
"Ernesto Galán 37,  D(R),DMC",181,79,21(1),1837,1,-,4,1,0.2,80.5,1.2,-,6.74,Espanyol,2010/2011
